Part#,Product#,Product Line,Status,Standard,Non Standard,Sample,Details 1,Details 2
95021-021212,95021,Gauge Hatches,Standard,95021-06C211,,,"Quick Clamp / 316SS / 6"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","6""FF LOK/CLMP SS/FEP GPTF"
94570R160701001,94570,Fire Protection,TBD,,,,,"6""AL BV+FA,R-ST,AW,AL/TB,"
94020=16030500,94020,Pressure / Vacuum Vents,Standard,94021-6A6F10,,,"Closed, Standard Outlet > Inlet* / 6in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Standard / 316 / FEP","6""X8""AL/FF CV|FEP|SS WT|S"
94140-16070000,94140,Pressure / Vacuum Vents,TBD,,,,,"6""FF SPR/LD PRES VENT AL"
9421-15730-C,9421-,Spare Parts-MG,TBD,,,,,"24""API BASE ALUM WELD W/C"
248-21,248-2,Spare Parts-MG,TBD,,,,,"4"" X 125# FLG GSKT N-8090"
9451-10780,9451-,Spare Parts-MG,TBD,,,,,GASKET SEAL N8090
94270 070101001,94270,Pressure / Vacuum Vents,Standard,94270 070101001,,,NoKit,"1""FLG 304/CS/BUNA <2"" E25"
94200-12042220,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"24""STL/ANSI FF BASE|AL PA"
8150A  (J711502,8150A,Magnetostrictive,TBD,,,,,050213     8150 MAGNETOST
94020=15014400,94020,Pressure / Vacuum Vents,Standard,94020-4A4D10,,,Open Vent / 4in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / 316 / FKM,"4""FF/AL O/V I-ST VI/DIAP"
4381167,43811,In-House Repair,TBD,,,,,REPAIR 820540F 1090 INTER
94020=160106E5,94020,Pressure / Vacuum Vents,Standard,94020-6A6E10,,,Open Vent / 6in / ALUMINUM I-ST / ANSI-FF 150# / MED / Standard / 316 / FEP,"6"" BV-ALUM 316:S/P/T SP>S"
97220-021,97220,Wastewater - Misc,Standard,97220-021,,,NoKit,"2"" BK/PRES CK/VLV ALUM R-"
9402-12981-2,9402-,Spare Parts-MG,TBD,,,,,"8"" C/V COVER GASKET GPTFE"
92302-18112A016,92302,Automatic Tank Gauges,Standard,92302-18112A016,,,NoKit,LLI AL/BD+2A SS/AB NO/BRK
95021-013201,95021,Gauge Hatches,Standard,95021-04A230,,,"Quick Clamp / Aluminum / 4"" / ANSI-FF 150 lb. Bolted / Standard No Lock","4""GAGE HATCH AL/FF Q/CL W"
97100-4303,97100,Wastewater - Misc,Standard,97100-4303,,,NoKit,3Q AL/A-DC BUNA AI 25# JK
LA220-4352-1,LA220,Spare Parts-MG,TBD,,,,,"2"" VIS/IND MEMORY GUIDE A"
94270 0C070111,94270,Pressure / Vacuum Vents,Standard,94270 0C070111,,,NoKit,"1""FLG 316/CSU/FEP/BUNA <2"
94160-450310003,94160,Pressure / Vacuum Vents,SP,,SP,0,8in / ANSI 125/150 R.F. / Standard,"8""RF/CS P/V|FEP|SS/HD|<2#"
94115-521002001,94115,Pressure / Vacuum Vents,TBD,,,,,"2""RF SL-VAC/VT STL -3.6PS"
92021-33050101,92021,Automatic Tank Gauges,Standard,92021-33050101,,,NoKit,"LVL GAGE,HC,FT/IN,INN,MAG"
94020R160101001,94020,Pressure / Vacuum Vents,TBD,,,,,"6"" BV-ALUM AG/FEP SS/SCR"
9464-12693,9464-,Spare Parts-MG,TBD,,,,,"2"" SPACER-L 3/32""GPTFE"
4381227,43812,In-House Repair,TBD,,,,,REPAIR MCG1600  RADAR GAU
94307-546687,94307,Fire Protection,TBD,,,,,"3""150#RF FLM ARRES-CS/304"
610E000VE2G01,6.10E+02,Omnitrol Top Mount,TBD,,,,,"SGL-CI 2.5""|VE2|.8SG|10FT"
97130-041111,97130,Fire Protection,Standard,97130-4A04A,,,4in / Aluminum ANSI-FF / Horizontal or Vertical / 316SS / Insulation Jacket / 4in,"4"" V-THRM/VLV ALUM 316/HD"
92302-19512A,92302,Automatic Tank Gauges,Standard,92302-19512A,,,NoKit,LLI AL/BD-METRIC KIT2A 2.
94020=15010105,94020,Pressure / Vacuum Vents,Standard,94020-4A4A10,,,Open Vent / 4in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / Lead / FEP,"4""AL/FF O/V SP=STD 316:TR"
9716-10571,9716-,Spare Parts-MG,TBD,,,,,"36""OD GASKET - N8090 1/16"
9700-10050,9700-,Spare Parts-MG,TBD,,,,,GRAD-U-MOTOR ASS'Y
94307-141127,94307,Fire Protection,Standard,94307-3F3A,,,3in / ALUMINUM / EN1092-1 PN16 FF / Aluminum Bank / Aluminum Shell,"3""AL HORIZ F/A AL:TB DN80"
97100-6600,97100,Wastewater - Misc,Standard,97100-6600,,,NoKit,6QT D/T 316 BUNA SS HW ST
2000M1B02001400,2000M,Transmitters,TBD,,,,,2026/TAV/2W485/48DC/ATEX
94560P-0303022,94560,Fire Protection,TBD,,,,,"4"" P-PAL ASY|AL|OV|A/G|SP"
810549,81054,L&J Spare Parts,TBD,,,,,TRANS ASSY FOR 1500X  PRI
9411-10615,9411-,Spare Parts-MG,TBD,,,,,"8"" DIAPHRAGM .010""PFA"
508104 YL90041,50810,In-House Repairs,TBD,,,,,IHPR SERV 942XX EMERGENCY
94210-270201,94210,Emergency Vents,Standard,94210-3I3B10,,,12in / Standard / Expanda-Seal / ANSI-FF / STEEL,"12""ANSI-FF CS EV|FEP|XOS|"
94110=120000,94110,Pressure / Vacuum Vents,TBD,,,,,"2""FF VACUUM VENT ALUM SET"
95021-311252,95021,Gauge Hatches,Standard,95021-34C215,,,"Quick Clamp / 316SS / 4"" / EN1092-1 PN16 FF Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","4""FF PN10 LK/CLMP ,316,AT"
9710-10495,9710-,Spare Parts-MG,TBD,,,,,6QT-MANUAL/AIR INLET INS
851786-021,85178,Spare Parts-MG,TBD,,,,,"12""DIAPH/FAIR/NEOPR .025"
94020=75010400,94020,Pressure / Vacuum Vents,Standard,94020-4D4D10,,,Open Vent / 4in / 316SS I-ST / ANSI-FF 150# / LOW / Standard / 316 / FEP,"4"" BV FF/OV A316 SP=STD"
D420-2-S,D420-,Delavan Capacitance,TBD,,,,,CAP-ANALOG420 CONT.TRANSM
94306-542281,94306,Fire Protection,Standard,94306-3C3B,,,3in / CAST STEEL / ANSI-RF 150# / 316SS Bank / 316SS Shell,"3""RF CS BODY W/DRNS,316 T"
94210-131200039,94210,Emergency Vents,SP,,SP,94210-6D6D10,20in / Standard / Standard / API 650 / STEEL,"20""16X19M-600M;STL SP<1#|"
94200-12040120,94200,Emergency Vents,Standard,94200-4A4A10,,,"Steel / Standard / ANSI / Standard / FEP / 24"" Pallet & Diaph.","24""ANSI-FF EMG/VT-STL,SP="
95021-031151,95021,Gauge Hatches,Standard,95021-08A115,,,"Screw Down / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","8"" GH-ALUM SCR/DWN+LOC AT"
94510-1304000,94510,Emergency Vents,Standard,94510-1304000,,,NoKit,"8"" MAGNA/VT ALUM 1.5-2.0"
97100E631103,97100,Wastewater - Misc,Standard,97100E631103,,,NoKit,6QT AL/NEO A-D&C TMR 5# J
D220-O-14-H,D220-,Delavan 220,TBD,,,,,SONAC 220 W/14
666FGV711E2K00C,666FG,Omnitrol Chamber Mount,TBD,,,,,"6""FLG CHMB CS G.DSP 1500#"
94140-25050001,94140,Pressure / Vacuum Vents,TBD,,,,,4X6 SLPV ALUM XOS/FEP 5-6
SP76L-DM,SP76L,Spare Parts-MG,TBD,,,,,O-RING BUNA #2-253 40/50D
94160-450210003,94160,Pressure / Vacuum Vents,SP,,SP,0,8in / ANSI 125/150 R.F. / Standard,"8""CS/RF P/V|18-8 HOOD|>5O"
820968,82096,L&J Spare Parts,TBD,,,,,PCB ASSY PERSONALITY FIC
95021-033210,95021,Gauge Hatches,Standard,95021-08B231,,,"Quick Clamp / Steel / 8"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""FF G/H LOK-CLMP STL/BUN"
94200-32020220,94200,Emergency Vents,Standard,94200-2B2K10,,,"Aluminum / Standard / ANSI / Standard / FEP / 20"" Pallet & Diaph.","20""ANSI-AL E/V|AL/PAL|SP="
9633-13620,9633-,Spare Parts-MG,TBD,,,,,"6""SPRING ASTM A229 70#/IN"
94270 0E033302,94270,Pressure / Vacuum Vents,Standard,94270 0E033302,,,NoKit,"1/2""FLG 316/CS/FEP/VTN DT"
94406-222220,94406,Fire Protection,TBD,,,,,"2""FF PN10 (1)3/4"" A316SS"
D28970,D2897,"Delavan Spare Parts (110,220,320)",TBD,,,,,94 SENSOR ASSY (316 SSTL)
94241-0720,94241,Pressure / Vacuum Vents,Standard,94241-07021,,,"6"" 125 lb. FF Flange / Steel / Aluminum / Stainless Steel / Stainless Steel","6""CS F/V AL:HOOD|SS:HDWR+"
94020P-17078211,94020,Pressure / Vacuum Vents,TBD,,,,,"12""P-PAL 316SS AW SP=29OZ"
94201-010103008,94201,Emergency Vents,SP,,SP,94201-2D2A2C10,20 / Standard / 2.24 - 2.85 / STEEL / STEEL / Standard / API 650,"20""E/V STL-API|NO HLS/LUG"
LA233-1024-1,LA233,Spare Parts-MG,TBD,,,,,"20"" XOS BACKUP GSKT 1/16"""
851786-027,85178,Spare Parts-MG,TBD,,,,,"10"" BUNA""N"" DIAPHRAGM"
D420-0-S,D420-,Delavan Capacitance,TBD,,,,,CAP-ANALOG 420-0-S
94140-24090001,94140,Pressure / Vacuum Vents,TBD,,,,,3X4 PV-ALUM XOS/FEP 9.1-1
97570R140797AA2,97570,Fire Protection,TBD,,,,,"3""AL BV+FA|AW|XOS/BUNA|IW"
96311-452611,96311,Fire Protection,Standard,96311-452611,,,NoKit,"3X4 ISV CS/RF SS/TR,BUNA"
94241-1203,94241,Pressure / Vacuum Vents,Standard,94241-12312,,,"18"" 125 lb. FF Flange / Steel / 316 SS / Zinc Plated Steel / Galvanized Steel","18"" FREE VNT STL:BASE|316"
94020A751102001,94020,Pressure / Vacuum Vents,TBD,,,,,"4""SRF BV-316SS B7/2H >5"""
95021-420120,95021,Gauge Hatches,Standard,95021-46B102,,,"Screw Down / Steel / 6"" / EN1092-1 PN16 RF Bolted",DN150-PN16 RF SCRW-DWN G/
94200 32242200,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"24""API EV-ALUM AL/P FKM S"
9402-18671,9402-,Spare Parts-MG,TBD,,,,,"2""A/G DIFRAM F/SS+AL .020"
94020=741182001,94020,Pressure / Vacuum Vents,TBD,,,,,"3""RF/316 O/V|BUNA|SP>5""WC"
94020P-17080311,94020,Pressure / Vacuum Vents,TBD,,,,,"12"" V-PALL ASSY 316/REIN"
521-722,521-7,Spare Parts-MG,TBD,,,,,"16"" 94210 DIAPHRAGM .010"
95021-032251,95021,Gauge Hatches,Standard,95021-08A225,,,"Quick Clamp / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","8""FF/AL G/H|LCK Q-CLP|VTN"
94130A521622001,94130,Pressure / Vacuum Vents,SP,,SP,94132-2C2I20,CAST STEEL R-ST / ANSI-RF 150# / ATEX / HIGH / Expanda-Seal / Lead / FEP,2X2-PV A352/RF ATEF 1.45#
94210-130100016,94210,Emergency Vents,SP,,SP,94210-6D6A10,20in / Standard / Standard / API 650 / STEEL,"20""API VENT-SP=1.1OZ,CS/A"
94210-140100008,94210,Emergency Vents,SP,,SP,94210-7D7A10,24in / Standard / Standard / API 650 / STEEL,"24""API EMG/VT,STL SP=1OZ"
94221-010204,94221,Emergency Vents,Standard,94221-2J2A2D10,,,20 / STEEL / API-650 / ALUMINUM / 20 / 20 / Steel / Lead / 2.5 - 2.99 / Steel / Lead / Standard,"20""API P/V VENT STL/AL 2."
94020=521102007,94020,Pressure / Vacuum Vents,TBD,,,,,"2""CS/RF,OV,316 PAL, VAC=1"
9451-10770,9451-,Spare Parts-MG,TBD,,,,,"DIAPHRAGM GASKET 1/32"" N8"
D520-2-S,D520-,Delavan Capacitance,TBD,,,,,520-2 POINT SWITCH W/2 RE
92021-31250500,92021,Automatic Tank Gauges,Standard,92021-31250500,,,NoKit,"LVL GAGE,INN,DEC/FT,X-ROO"
94130-150102A0,94130,Pressure / Vacuum Vents,Standard,94130-4A4C10,,,ALUMINUM R-ST / ANSI-FF 150# / Standard / HIGH / Standard / Lead / FEP,"4"" PV-ALUM SS/PAL FEP SP>"
94110R18000000,94110,Pressure / Vacuum Vents,TBD,,,,,"10"" BV-ALUM R-ST SP=STD"
94020R18014100,94020,Pressure / Vacuum Vents,TBD,,,,,"10""ALUM O/V VITON R-ST SP"
94241-1021,94241,Pressure / Vacuum Vents,Standard,94241-10121,,,"12"" 125 lb. FF Flange / Aluminum / Aluminum / Stainless Steel / Stainless Steel","12"" FV-ALUM AL/HOOD SS/HW"
94020A72160200,94020,Pressure / Vacuum Vents,TBD,,,,,"2""X2""RF BV 316SS A/G SP>2"
94210-140100007,94210,Emergency Vents,SP,,SP,94210-7D7A10,24in / Standard / Standard / API 650 / STEEL,"24""API EMR VNT-AL/CS,SP<1"
94160-140400001,94160,Pressure / Vacuum Vents,SP,,SP,0,6in / ANSI 125/150 F.F. / Standard,"6""AL|FEP|316:WGT+TRM|SP<S"
94210-141100012,94210,Emergency Vents,SP,,SP,94210-7D7C10,24in / Standard / Standard / API 650 / STEEL,"24""CS EV 20X18MM HOL; SP>"
LA233-1022-1,LA233,Spare Parts-MG,TBD,,,,,"20""XOS SLOTTED GSKT .063"""
852873-006,85287,Spare Parts-MG,TBD,,,,,"8""VAC/PR SEAT GASKET GPTF"
95210-020110,95210,Gauge Hatches,Standard,95210-020110,,,NoKit,"20""API/AL MH/CVR;BUNA;STL"
9730-10430,9730-,Spare Parts-MG,TBD,,,,,BLOWER 0.25HP TEFC NEMA 4
94020=150105001,94020,Pressure / Vacuum Vents,TBD,,,,,"4"" BV-ALUM,SS:TR,WGT FOOD"
92021-31280100,92021,Automatic Tank Gauges,Standard,92021-31280100,,,NoKit,"LVL GAGE,DEC.FT,INNAGE,NO"
827455,82745,L&J Spare Parts,TBD,,,,,ASY 2000M SPT/4W485/RADCT
851786-039,85178,Spare Parts-MG,TBD,,,,,"6""DIAPHRGM .010 F/HIGH TM"
826871,82687,L&J Spare Parts,TBD,,,,,ASY 1600F COND 16POS LJ/S
852872-001,85287,Spare Parts-MG,TBD,,,,,"6""VAC/PRESS SEAT GASKET N"
92500-34050200,92500,Automatic Tank Gauges,Standard,92500-34050200,,,NoKit,GAGE FT/IN HD/CRANK&LIM/S
94020P-0604032,94020,Pressure / Vacuum Vents,TBD,,,,,"10""VAC PAL ASY AL STD<SP<"
94510-1311001,94510,Emergency Vents,Standard,94510-1311001,,,NoKit,"8"" MAG/VT ALUM FKM LOX SP"
94020=36110200,94020,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,0,#N/A,"6""BRETH CI/RF/OV SP>5""W.C"
9730-10415,9730-,Spare Parts-MG,TBD,,,,,VENTURI MIXER CI/AL NI-PL
94640-0204400,94640,Pressure / Vacuum Vents,Standard,94640-02042A00,,,Aluminum ANSI-FF / 2 x 3 / FEP / Standard / None,"2X3 PORV ALUM,FEP/SG .50#"
92302-18352A023,92302,Automatic Tank Gauges,Standard,92302-18352A023,,,NoKit,LLI AL/BRD SPCL/FLT SS/AB
97130-041001,97130,Fire Protection,Standard,97130-4A04A,,,4in / Aluminum ANSI-FF / Horizontal or Vertical / 316SS / Insulation Jacket / 4in,"4"" H-THERMAL VLV ALUM W/J"
94210-340120004,94210,Emergency Vents,SP,,SP,94210-7A7A20,24in / ATEX / Standard / ANSI-FF / STEEL,"24""CS|<STD|ATEX|12X20MM;7"
94210-340120005,94210,Emergency Vents,SP,,SP,94210-7A7A20,24in / ATEX / Standard / ANSI-FF / STEEL,"24""CS|<STD|ATEX|DN600-PN1"
94210-230120,94210,Emergency Vents,Standard,94210-6F6A20,,,20in / ATEX / Standard / API 650 / ALUMINUM,"20""API/ALUM E/V|SP=1.3OZ|"
95010-0302,95010,Gauge Hatches,Standard,95010-0302,,,NoKit,"8""FF ANSI GAGE HATCH ALUM"
4340,4340,Field Service,TBD,,,,,PARTS - PAID SERVICE ABOV
94210-151220001,94210,Emergency Vents,SP,,SP,94210-2B2D20,10in / ATEX / Standard / ANSI-FF / 316SS,"10""FF/316SS E/V|FEP|ATEX|"
9402-25061,9402-,Spare Parts-MG,TBD,,,,,"HEPA FILTER F/8""VAC DRILL"
D110-93,D110-,Delavan Magnetostrictive,TBD,,,,,"110 W/316 SS 1 1/2"" TRICL"
2000M0102000000,2000M,Transmitters,TBD,,,,,2000M VAREC/TEMPAVE/LJHWY
92302-184301,92302,Automatic Tank Gauges,Standard,92302-184301,,,NoKit,"LLI ALUM/BRD+BRKTS 47'3""H"
94270 020451001,94270,Pressure / Vacuum Vents,Standard,94270 020451001,,,NoKit,1/2NPT 316/FEP/EPD|FCV|IO
713K421VE2G22,713K4,Omnitrol Top Mount,TBD,,,,,"DBL|4""CS-FF|VE2|SG=.8|GLC"
94020A110103E5,94020,Pressure / Vacuum Vents,TBD,,,,,"2""NPT BV-ALUM SS:S/P/T <S"
811904,81190,L&J Spare Parts,TBD,,,,,ASY-1097 WHART/S BAT 10A
94060-035247,94060,Pressure / Vacuum Vents,TBD,,,,,"3""X3"" PR/VT DER470+H|EW|A"
95021-224210,95021,Gauge Hatches,Standard,95021-26B241,,,"Quick Clamp / Steel / 6"" / ANSI-RF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","6""RF ANSI LK'CLMP STL/EPD"
94020=74410100,94020,Pressure / Vacuum Vents,Standard,94020-3J3A10,,,Open Vent / 3in / 316SS I-ST / EN1092-1 PN16 RF / LOW / Standard / Lead / FEP,"3""JIS BV-316/FF SP=STD"
1200M1724000006,1200M,Transmitters,TBD,,,,,AI/SPT/MBUS2W485/LVLTMP/1
94560 1602005,94560,Fire Protection,TBD,,,,,"4"" ALUM BV+FA +12OZ/-0.5O"
94210-241220,94210,Emergency Vents,Standard,94210-7F7D20,,,24in / ATEX / Standard / API 650 / ALUMINUM,"24""API-AL E/V|FEP|8-12OZ|"
94020R160102003,94020,Pressure / Vacuum Vents,TBD,,,,,"6"" BV-ALUM R-ST +18""/-30"""
94160-164300001,94160,Pressure / Vacuum Vents,SP,,SP,0,10in / ANSI 125/150 F.F. / Standard,"10"" PV-ALUM FKM SS/HD&TR"
94020P-14080311,94020,Pressure / Vacuum Vents,TBD,,,,,"6"" V-PALL ASSY 316/REIN ."
827289,82728,L&J Spare Parts,TBD,,,,,ASY 1600F 20P COND 2W485
94570=120101AA1,94570,Fire Protection,TBD,,,,,"2""AL/FF BV+FA|AL:TB/SHL|S"
9633-10590,9633-,Spare Parts-MG,TBD,,,,,"4""/6"" HEX BONNET ALUM"
94210-430220001,94210,Emergency Vents,SP,,SP,94210-6C6B20,20in / ATEX / Standard / ANSI-FF / ALUMINUM,"20""ANSI-AL E/V|<4OZ|ATEX|"
94020=75116300,94020,Pressure / Vacuum Vents,Standard,94020-4E4B10,,,Open Vent / 4in / 316SS I-ST / ANSI-RF 150# / MED / Standard / Lead / PFA,"4""RF BV-316 PFA/DIAP SP>S"
95021-022151001,95021,Gauge Hatches,SP,,SP,95021-06A125,"Screw Down / Aluminum / 6"" / ANSI-FF 150 lb. Bolted / ATEX - Locking on Q-Clamp / Screw Dwn","6""FF SCRW/DWN AL/VTN ATEX"
94210-131101001,94210,Emergency Vents,SP,,SP,94210-6L6C10,20in / Standard / Expanda-Seal / API 650 / STEEL,"20""API/CS E/V|XOS|AL/PAL|"
713J322RE4G05,713J3,Omnitrol Top Mount,TBD,,,,,"DBL|3""CI-RF|PORC|RE4|.80|"
713J322RE4H05,713J3,Omnitrol Top Mount,TBD,,,,,"DBL|3""CI-RF|PORC|RE4|.85|"
94020=52110305,94020,Pressure / Vacuum Vents,Standard,94020-2C2B10,,,Open Vent / 2in / CAST STEEL I-ST / ANSI-RF 150# / MED / Standard / Lead / FEP,"2""CS/RF BRETH SP<5""WC 316"
94307-152371002,94307,Fire Protection,TBD,,,,,"4""FF/AL 316TBS 316HW 1/2"""
97100E330223,97100,Wastewater - Misc,Standard,97100E330223,,,NoKit,3QT/AL 5# AN-DC BUNA AI A
94020=72130200,94020,Pressure / Vacuum Vents,Standard,94021-2E2C10,,,"Closed, Standard Outlet > Inlet* / 2in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / Lead / FEP","2""X3""BRETH SS/RF CL/PAL S"
92021-310505001,92021,Automatic Tank Gauges,Standard,92021-310505001,,,NoKit,"LVL GAGE,INN,X-ROOF,NO FL"
95021-220100,95021,Gauge Hatches,Standard,95021-26B100,,,"Screw Down / Steel / 6"" / ANSI-RF 150 lb. Bolted / Standard No Lock","6""RF GAGE HATCH STL SCRW-"
94020P-0707051,94020,Pressure / Vacuum Vents,TBD,,,,,"12""PRES/PAL/ASY SS SS/WGT"
94241-0631,94241,Pressure / Vacuum Vents,Standard,94241-06131,,,"4"" 125 lb. FF Flange / Aluminum / Aluminum / 316 SS / 316 SS","4"" AL: BASE,HD 316 HDWR,S"
95021-330202,95021,Gauge Hatches,Standard,95021-38C200,,,"Quick Clamp / 316SS / 8"" / EN1092-1 PN16 FF Bolted / Standard No Lock","8""DN200/PN16 316/FF FEP Q"
851105-005,85110,Spare Parts-MG,TBD,,,,,"8"" BACK-UP DISC .063""N809"
94240-1100,94240,Pressure / Vacuum Vents,TBD,,,,,"8""FF 180~ CAST IRON FREE"
94063C204200,94063,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,0,#N/A,"20""ANSI FRP D470/316|SP<4"
97100E620303,97100,Wastewater - Misc,Standard,97100E620303,,,NoKit,6QT AL/BUNA AI SS N7/T 5#
121413,12141,Vent Relief,TBD,,,,,P+F WIRELESSHART BULLET-E
351    !A701006,351,,TBD,,,,,1002020202 351 MULTI-POIN
9402-15506,9402-,Spare Parts-MG,TBD,,,,,"12""DIAPHRAM,EXPO,HIGH SET"
94306-546681,94306,Fire Protection,Discontinued Feature,,Discontinued Feature,,#N/A,"3""RF FLM/ARR CS CS/304 DR"
9402-12983,9402-,Spare Parts-MG,TBD,,,,,"12"" C/V COVER GASKET N809"
94270 02149306,94270,Pressure / Vacuum Vents,Standard,94270 02149306,,,NoKit,"1/2""NPT 316/EPDM I&O E200"
94201-01020101,94201,Emergency Vents,Standard,94201-2A2A2A10,,,20 / Standard / 1.0 - 1.61 / STEEL / STEEL / Standard / ANSI-FF 150#,"20""EMERG/VT STL/FF AL/PAL"
92302-18352A027,92302,Automatic Tank Gauges,Standard,92302-18352A027,,,NoKit,LLI AL/BRD+2A SS:AB/GWSA/
94270 0F120311,94270,Pressure / Vacuum Vents,Standard,94270 0F120311,,,NoKit,"1""NPT 316/CS/VITON <10"" E"
94270 0F140311,94270,Pressure / Vacuum Vents,Standard,94270 0F140311,,,NoKit,"1""NPT 316/CS/F/EPDM <10 E"
94570=140102AA2,94570,Fire Protection,TBD,,,,,"3""AL O/V BV+FA|SP>5""|316:"
610C000RE2G00,610C0,Omnitrol Top Mount,TBD,,,,,"SGL|CI-2.5""|GRPH|RE2|SG=."
94570=140103AA1,94570,Fire Protection,TBD,,,,,"3""AL BV+FA|FEP|SP<5""|AL:T"
94050-030101,94050,Pressure / Vacuum Vents,Standard,94050-3A3A0,,,"3in / PVC / ANSI-FF / Open, P&V / LOW / Lead","3""PVC BRETH O/V SP=STD LE"
2600SW-2633,2600S,Radar Level Gauges,TBD,,,,,"2600 1.3""IDX633""H STWELL"
9411-10203,9411-,Spare Parts-MG,TBD,,,,,"3""BACK-UP DISC GPTFE"
9402-15615,9402-,Spare Parts-MG,TBD,,,,,"10""/12"" SS SNSR GUID ASSY"
SP519B-QX,SP519,Spare Parts-MG,TBD,,,,,O-RING #2-278 TEF ENCAP S
9402-17300,9402-,Spare Parts-MG,TBD,,,,,"3""XOS BACK-UP DISC .031"""
D41202-2,D4120,"Delavan Spare Parts (110,220,320)",TBD,,,,,M/W HOUSING ASSY  M/W PAR
713K621VE2G22,713K6,Omnitrol Top Mount,TBD,,,,,"DUAL|PORC|6""CS-FF|VE2|.8S"
851786-037,85178,Spare Parts-MG,TBD,,,,,"3"" DIAPHRGM .010""PTFE"
9740-10054,9740-,Spare Parts-MG,TBD,,,,,GREEN FLUID SG=1.0 15OZ
94306-526681,94306,Fire Protection,Discontinued Feature,,Discontinued Feature,,#N/A,"2""RF/CS F/A 304/STL + DRN"
811626,81162,L&J Spare Parts,TBD,,,,,ASSY 3282 HORN/SNGL SPLY
94020P-0207022,94020,Pressure / Vacuum Vents,TBD,,,,,"3""P-PAL ASSY 316/AG|FEP|S"
D110-94H-ES,D110-,Delavan Magnetostrictive,TBD,,,,,"110 SM W/316 SS 1"" NPT &"
94200-32322220,94200,Emergency Vents,TBD,,Discontinued Feature,,,"20""ANSI ALUM|BUNA|AL:PAL|"
820100,82010,L&J Spare Parts,TBD,,,,,GPE 20MA CONV BD.(4IN\4OU
9402-12980,9402-,Spare Parts-MG,TBD,,,,,"6"" C/V COVER GSKT N-8090"
95021-032102,95021,Gauge Hatches,Standard,95021-08C120,,,"Screw Down / 316SS / 8"" / ANSI-FF 150 lb. Bolted / Standard No Lock","8""FF ANSI G/H SCRWDWN SS/"
94201-01010400,94201,Emergency Vents,Standard,94201-2D2A2D10,,,20 / Standard / 2.86 - 3.35 / STEEL / STEEL / Standard / API 650,"20""API XOS E/V-CS|CS/PAL|"
97100-4413,97100,Wastewater - Misc,Standard,97100-4413,,,NoKit,3QT AL AN-DCB NEOP 25# AI
9718-10712,9718-,Spare Parts-MG,TBD,,,,,"28""ODX 3/4""THICK POLYCARB"
351    (B732513,351,,TBD,,,,,1102020102 351 MULTI-POIN
92302-18504A,92302,Automatic Tank Gauges,Standard,92302-18504A,,,NoKit,"LLI AL/BRDS W/4AKIT 55'3"""
94270 04019101,94270,Pressure / Vacuum Vents,Standard,94270 04019101,,,NoKit,"1/2""FLG 316/BUNA I/O:GAGE"
94020=75111200,94020,Pressure / Vacuum Vents,Standard,94020-4E4I10,,,Open Vent / 4in / 316SS I-ST / ANSI-RF 150# / HIGH / Expanda / Lead / FEP,"4""RF BV-316SS XOS/FEP SP>"
94020=15030300,94020,Pressure / Vacuum Vents,Standard,94021-4A4B10,,,"Closed, Standard Outlet > Inlet* / 4in / ALUMINUM I-ST / ANSI-FF 150# / MED / Standard / Lead / FEP","4""X6""BRTHR AL/FF SP=STD-5"
95021-234212,95021,Gauge Hatches,Standard,95021-28C241,,,"Quick Clamp / 316SS / 8"" / ANSI-RF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""RF ANSI G/H Q-CLMP EPDM"
94020P-03070222,94020,Pressure / Vacuum Vents,TBD,,,,,"4""P-PAL,AG/SS,FEP,AW,SP=1"
94020=12060300,94020,Pressure / Vacuum Vents,Standard,94022-2A2B10,,,"Pipe Away, Same Size Inlet and Outlet / 2in / ALUMINUM I-ST / ANSI-FF 150# / MED / Standard / Lead / FEP","2""X2""AL/FF <5""WC"
713K621VE2K22,713K6,Omnitrol Top Mount,TBD,,,,,"DUAL|PORC|6""CS-FF|VE2|SG="
9631-11670,9631-,Spare Parts-MG,TBD,,,,,"PACKING 4""VALVE GPTFE"
94020=55010100,94020,Pressure / Vacuum Vents,Standard,94020-4B4A10,,,Open Vent / 4in / CAST STEEL I-ST / ANSI-FF 150# / LOW / Standard / Lead / FEP,"4""FF BV-STL AG/FEP SP=STD"
9427-10410,9427-,Spare Parts-MG,TBD,,,,,"DIAPHRAGM-BUNA,.030 THK"
